a,xx,user_uuid,t,journey_name,event_name,event_type,session_uuid,numactions,numjourneys,numrooms,numfeed,numsupport,numsuccess
556790,02e74f10e0327ad868d138f2b4fdd6f0,09765ccd8bc43e4778ad91d76f020e15,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f009765ccd8bc43e4778ad91d76f020e15,5,1,4,,,1
556791,02e74f10e0327ad868d138f2b4fdd6f0,09765ccd8bc43e4778ad91d76f020e15,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f009765ccd8bc43e4778ad91d76f020e15,5,1,4,,,1
556792,02e74f10e0327ad868d138f2b4fdd6f0,09765ccd8bc43e4778ad91d76f020e15,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f009765ccd8bc43e4778ad91d76f020e15,5,1,4,,,1
556793,02e74f10e0327ad868d138f2b4fdd6f0,09765ccd8bc43e4778ad91d76f020e15,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f009765ccd8bc43e4778ad91d76f020e15,5,1,4,,,1
556794,02e74f10e0327ad868d138f2b4fdd6f0,09765ccd8bc43e4778ad91d76f020e15,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f009765ccd8bc43e4778ad91d76f020e15,5,1,4,,,1
1902970,02e74f10e0327ad868d138f2b4fdd6f0,09978cf36b1ed7297a8584a649b5f439,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f009978cf36b1ed7297a8584a649b5f439,5,1,4,,,1
1902971,02e74f10e0327ad868d138f2b4fdd6f0,09978cf36b1ed7297a8584a649b5f439,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f009978cf36b1ed7297a8584a649b5f439,5,1,4,,,1
1902972,02e74f10e0327ad868d138f2b4fdd6f0,09978cf36b1ed7297a8584a649b5f439,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f009978cf36b1ed7297a8584a649b5f439,5,1,4,,,1
1902973,02e74f10e0327ad868d138f2b4fdd6f0,09978cf36b1ed7297a8584a649b5f439,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f009978cf36b1ed7297a8584a649b5f439,5,1,4,,,1
1902974,02e74f10e0327ad868d138f2b4fdd6f0,09978cf36b1ed7297a8584a649b5f439,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f009978cf36b1ed7297a8584a649b5f439,5,1,4,,,1
217521,02e74f10e0327ad868d138f2b4fdd6f0,09ab23b6b607496f095feed7aaa1259b,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f009ab23b6b607496f095feed7aaa1259b,5,1,4,,,1
217522,02e74f10e0327ad868d138f2b4fdd6f0,09ab23b6b607496f095feed7aaa1259b,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f009ab23b6b607496f095feed7aaa1259b,5,1,4,,,1
217523,02e74f10e0327ad868d138f2b4fdd6f0,09ab23b6b607496f095feed7aaa1259b,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f009ab23b6b607496f095feed7aaa1259b,5,1,4,,,1
217524,02e74f10e0327ad868d138f2b4fdd6f0,09ab23b6b607496f095feed7aaa1259b,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f009ab23b6b607496f095feed7aaa1259b,5,1,4,,,1
217525,02e74f10e0327ad868d138f2b4fdd6f0,09ab23b6b607496f095feed7aaa1259b,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f009ab23b6b607496f095feed7aaa1259b,5,1,4,,,1
1900487,02e74f10e0327ad868d138f2b4fdd6f0,09ad8f6b692717316913809f9903fd08,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f009ad8f6b692717316913809f9903fd08,5,1,,4,,
1900488,02e74f10e0327ad868d138f2b4fdd6f0,09ad8f6b692717316913809f9903fd08,1,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f009ad8f6b692717316913809f9903fd08,5,1,,4,,
1900489,02e74f10e0327ad868d138f2b4fdd6f0,09ad8f6b692717316913809f9903fd08,2,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f009ad8f6b692717316913809f9903fd08,5,1,,4,,
1900490,02e74f10e0327ad868d138f2b4fdd6f0,09ad8f6b692717316913809f9903fd08,3,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f009ad8f6b692717316913809f9903fd08,5,1,,4,,
1900491,02e74f10e0327ad868d138f2b4fdd6f0,09ad8f6b692717316913809f9903fd08,4,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f009ad8f6b692717316913809f9903fd08,5,1,,4,,
2271738,02e74f10e0327ad868d138f2b4fdd6f0,0b247dd2ae53c7ee4e4948166642e7bf,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b247dd2ae53c7ee4e4948166642e7bf,5,1,4,,,1
2271739,02e74f10e0327ad868d138f2b4fdd6f0,0b247dd2ae53c7ee4e4948166642e7bf,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b247dd2ae53c7ee4e4948166642e7bf,5,1,4,,,1
2271740,02e74f10e0327ad868d138f2b4fdd6f0,0b247dd2ae53c7ee4e4948166642e7bf,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00b247dd2ae53c7ee4e4948166642e7bf,5,1,4,,,1
2271741,02e74f10e0327ad868d138f2b4fdd6f0,0b247dd2ae53c7ee4e4948166642e7bf,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00b247dd2ae53c7ee4e4948166642e7bf,5,1,4,,,1
2271742,02e74f10e0327ad868d138f2b4fdd6f0,0b247dd2ae53c7ee4e4948166642e7bf,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00b247dd2ae53c7ee4e4948166642e7bf,5,1,4,,,1
201491,02e74f10e0327ad868d138f2b4fdd6f0,0b3f44d9054402de39441e165a4bdfe0,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b3f44d9054402de39441e165a4bdfe0,5,1,4,,,1
201492,02e74f10e0327ad868d138f2b4fdd6f0,0b3f44d9054402de39441e165a4bdfe0,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b3f44d9054402de39441e165a4bdfe0,5,1,4,,,1
201493,02e74f10e0327ad868d138f2b4fdd6f0,0b3f44d9054402de39441e165a4bdfe0,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00b3f44d9054402de39441e165a4bdfe0,5,1,4,,,1
201494,02e74f10e0327ad868d138f2b4fdd6f0,0b3f44d9054402de39441e165a4bdfe0,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00b3f44d9054402de39441e165a4bdfe0,5,1,4,,,1
201495,02e74f10e0327ad868d138f2b4fdd6f0,0b3f44d9054402de39441e165a4bdfe0,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00b3f44d9054402de39441e165a4bdfe0,5,1,4,,,1
755299,02e74f10e0327ad868d138f2b4fdd6f0,0b5130310a93e632cdfcf01eefd6b01e,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b5130310a93e632cdfcf01eefd6b01e,5,1,4,,,
755300,02e74f10e0327ad868d138f2b4fdd6f0,0b5130310a93e632cdfcf01eefd6b01e,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b5130310a93e632cdfcf01eefd6b01e,5,1,4,,,
755301,02e74f10e0327ad868d138f2b4fdd6f0,0b5130310a93e632cdfcf01eefd6b01e,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00b5130310a93e632cdfcf01eefd6b01e,5,1,4,,,
755302,02e74f10e0327ad868d138f2b4fdd6f0,0b5130310a93e632cdfcf01eefd6b01e,3,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00b5130310a93e632cdfcf01eefd6b01e,5,1,4,,,
755303,02e74f10e0327ad868d138f2b4fdd6f0,0b5130310a93e632cdfcf01eefd6b01e,4,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00b5130310a93e632cdfcf01eefd6b01e,5,1,4,,,
1420152,02e74f10e0327ad868d138f2b4fdd6f0,0b9c537d7c803511c684ba965f7105db,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b9c537d7c803511c684ba965f7105db,5,1,4,,,1
1420153,02e74f10e0327ad868d138f2b4fdd6f0,0b9c537d7c803511c684ba965f7105db,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00b9c537d7c803511c684ba965f7105db,5,1,4,,,1
1420154,02e74f10e0327ad868d138f2b4fdd6f0,0b9c537d7c803511c684ba965f7105db,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00b9c537d7c803511c684ba965f7105db,5,1,4,,,1
1420155,02e74f10e0327ad868d138f2b4fdd6f0,0b9c537d7c803511c684ba965f7105db,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00b9c537d7c803511c684ba965f7105db,5,1,4,,,1
1420156,02e74f10e0327ad868d138f2b4fdd6f0,0b9c537d7c803511c684ba965f7105db,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00b9c537d7c803511c684ba965f7105db,5,1,4,,,1
1133253,02e74f10e0327ad868d138f2b4fdd6f0,0d55e009fa8e9e8ec97aa091dfaa28e0,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d55e009fa8e9e8ec97aa091dfaa28e0,5,1,4,,,1
1133254,02e74f10e0327ad868d138f2b4fdd6f0,0d55e009fa8e9e8ec97aa091dfaa28e0,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d55e009fa8e9e8ec97aa091dfaa28e0,5,1,4,,,1
1133255,02e74f10e0327ad868d138f2b4fdd6f0,0d55e009fa8e9e8ec97aa091dfaa28e0,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00d55e009fa8e9e8ec97aa091dfaa28e0,5,1,4,,,1
1133256,02e74f10e0327ad868d138f2b4fdd6f0,0d55e009fa8e9e8ec97aa091dfaa28e0,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00d55e009fa8e9e8ec97aa091dfaa28e0,5,1,4,,,1
1133257,02e74f10e0327ad868d138f2b4fdd6f0,0d55e009fa8e9e8ec97aa091dfaa28e0,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00d55e009fa8e9e8ec97aa091dfaa28e0,5,1,4,,,1
1752329,02e74f10e0327ad868d138f2b4fdd6f0,0d57b98fb557ef2f1cc997cc175cfb27,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d57b98fb557ef2f1cc997cc175cfb27,5,1,4,,,1
1752330,02e74f10e0327ad868d138f2b4fdd6f0,0d57b98fb557ef2f1cc997cc175cfb27,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d57b98fb557ef2f1cc997cc175cfb27,5,1,4,,,1
1752331,02e74f10e0327ad868d138f2b4fdd6f0,0d57b98fb557ef2f1cc997cc175cfb27,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00d57b98fb557ef2f1cc997cc175cfb27,5,1,4,,,1
1752332,02e74f10e0327ad868d138f2b4fdd6f0,0d57b98fb557ef2f1cc997cc175cfb27,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00d57b98fb557ef2f1cc997cc175cfb27,5,1,4,,,1
1752333,02e74f10e0327ad868d138f2b4fdd6f0,0d57b98fb557ef2f1cc997cc175cfb27,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00d57b98fb557ef2f1cc997cc175cfb27,5,1,4,,,1
108886,02e74f10e0327ad868d138f2b4fdd6f0,0d5bd023a3ee11c7abca5b42a93c4866,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d5bd023a3ee11c7abca5b42a93c4866,5,1,4,,,1
108887,02e74f10e0327ad868d138f2b4fdd6f0,0d5bd023a3ee11c7abca5b42a93c4866,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d5bd023a3ee11c7abca5b42a93c4866,5,1,4,,,1
108888,02e74f10e0327ad868d138f2b4fdd6f0,0d5bd023a3ee11c7abca5b42a93c4866,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00d5bd023a3ee11c7abca5b42a93c4866,5,1,4,,,1
108889,02e74f10e0327ad868d138f2b4fdd6f0,0d5bd023a3ee11c7abca5b42a93c4866,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00d5bd023a3ee11c7abca5b42a93c4866,5,1,4,,,1
108890,02e74f10e0327ad868d138f2b4fdd6f0,0d5bd023a3ee11c7abca5b42a93c4866,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00d5bd023a3ee11c7abca5b42a93c4866,5,1,4,,,1
1677425,02e74f10e0327ad868d138f2b4fdd6f0,0d782b3f9c3574bc4abc844715f48f8c,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d782b3f9c3574bc4abc844715f48f8c,5,1,4,,,1
1677426,02e74f10e0327ad868d138f2b4fdd6f0,0d782b3f9c3574bc4abc844715f48f8c,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d782b3f9c3574bc4abc844715f48f8c,5,1,4,,,1
1677427,02e74f10e0327ad868d138f2b4fdd6f0,0d782b3f9c3574bc4abc844715f48f8c,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00d782b3f9c3574bc4abc844715f48f8c,5,1,4,,,1
1677428,02e74f10e0327ad868d138f2b4fdd6f0,0d782b3f9c3574bc4abc844715f48f8c,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00d782b3f9c3574bc4abc844715f48f8c,5,1,4,,,1
1677429,02e74f10e0327ad868d138f2b4fdd6f0,0d782b3f9c3574bc4abc844715f48f8c,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00d782b3f9c3574bc4abc844715f48f8c,5,1,4,,,1
2031684,02e74f10e0327ad868d138f2b4fdd6f0,0d88c6193f1a828ef949c4d7fd6f5431,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d88c6193f1a828ef949c4d7fd6f5431,5,1,4,,,1
2031685,02e74f10e0327ad868d138f2b4fdd6f0,0d88c6193f1a828ef949c4d7fd6f5431,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00d88c6193f1a828ef949c4d7fd6f5431,5,1,4,,,1
2031686,02e74f10e0327ad868d138f2b4fdd6f0,0d88c6193f1a828ef949c4d7fd6f5431,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00d88c6193f1a828ef949c4d7fd6f5431,5,1,4,,,1
2031687,02e74f10e0327ad868d138f2b4fdd6f0,0d88c6193f1a828ef949c4d7fd6f5431,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00d88c6193f1a828ef949c4d7fd6f5431,5,1,4,,,1
2031688,02e74f10e0327ad868d138f2b4fdd6f0,0d88c6193f1a828ef949c4d7fd6f5431,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00d88c6193f1a828ef949c4d7fd6f5431,5,1,4,,,1
4743,02e74f10e0327ad868d138f2b4fdd6f0,0e65972dce68dad4d52d063967f0a705,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00e65972dce68dad4d52d063967f0a705,5,1,4,,,1
4744,02e74f10e0327ad868d138f2b4fdd6f0,0e65972dce68dad4d52d063967f0a705,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00e65972dce68dad4d52d063967f0a705,5,1,4,,,1
4745,02e74f10e0327ad868d138f2b4fdd6f0,0e65972dce68dad4d52d063967f0a705,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00e65972dce68dad4d52d063967f0a705,5,1,4,,,1
4746,02e74f10e0327ad868d138f2b4fdd6f0,0e65972dce68dad4d52d063967f0a705,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00e65972dce68dad4d52d063967f0a705,5,1,4,,,1
4747,02e74f10e0327ad868d138f2b4fdd6f0,0e65972dce68dad4d52d063967f0a705,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00e65972dce68dad4d52d063967f0a705,5,1,4,,,1
2269956,02e74f10e0327ad868d138f2b4fdd6f0,0eb0c38d458673340e397a6ed782602a,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00eb0c38d458673340e397a6ed782602a,5,1,4,,,1
2269957,02e74f10e0327ad868d138f2b4fdd6f0,0eb0c38d458673340e397a6ed782602a,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00eb0c38d458673340e397a6ed782602a,5,1,4,,,1
2269958,02e74f10e0327ad868d138f2b4fdd6f0,0eb0c38d458673340e397a6ed782602a,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00eb0c38d458673340e397a6ed782602a,5,1,4,,,1
2269959,02e74f10e0327ad868d138f2b4fdd6f0,0eb0c38d458673340e397a6ed782602a,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00eb0c38d458673340e397a6ed782602a,5,1,4,,,1
2269960,02e74f10e0327ad868d138f2b4fdd6f0,0eb0c38d458673340e397a6ed782602a,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00eb0c38d458673340e397a6ed782602a,5,1,4,,,1
916191,02e74f10e0327ad868d138f2b4fdd6f0,0f18e4824fc601cd270a4d31b084bb5d,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00f18e4824fc601cd270a4d31b084bb5d,5,1,4,,,1
916192,02e74f10e0327ad868d138f2b4fdd6f0,0f18e4824fc601cd270a4d31b084bb5d,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00f18e4824fc601cd270a4d31b084bb5d,5,1,4,,,1
916193,02e74f10e0327ad868d138f2b4fdd6f0,0f18e4824fc601cd270a4d31b084bb5d,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00f18e4824fc601cd270a4d31b084bb5d,5,1,4,,,1
916194,02e74f10e0327ad868d138f2b4fdd6f0,0f18e4824fc601cd270a4d31b084bb5d,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00f18e4824fc601cd270a4d31b084bb5d,5,1,4,,,1
916195,02e74f10e0327ad868d138f2b4fdd6f0,0f18e4824fc601cd270a4d31b084bb5d,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00f18e4824fc601cd270a4d31b084bb5d,5,1,4,,,1
1632516,02e74f10e0327ad868d138f2b4fdd6f0,0f1c9f6d30ae3d948705b02fd766bc4e,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00f1c9f6d30ae3d948705b02fd766bc4e,5,1,4,,,1
1632517,02e74f10e0327ad868d138f2b4fdd6f0,0f1c9f6d30ae3d948705b02fd766bc4e,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00f1c9f6d30ae3d948705b02fd766bc4e,5,1,4,,,1
1632518,02e74f10e0327ad868d138f2b4fdd6f0,0f1c9f6d30ae3d948705b02fd766bc4e,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00f1c9f6d30ae3d948705b02fd766bc4e,5,1,4,,,1
1632519,02e74f10e0327ad868d138f2b4fdd6f0,0f1c9f6d30ae3d948705b02fd766bc4e,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00f1c9f6d30ae3d948705b02fd766bc4e,5,1,4,,,1
1632520,02e74f10e0327ad868d138f2b4fdd6f0,0f1c9f6d30ae3d948705b02fd766bc4e,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00f1c9f6d30ae3d948705b02fd766bc4e,5,1,4,,,1
1764273,02e74f10e0327ad868d138f2b4fdd6f0,0fb5ab565b54bc05fd117ceb583d7837,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00fb5ab565b54bc05fd117ceb583d7837,5,1,4,,,1
1764274,02e74f10e0327ad868d138f2b4fdd6f0,0fb5ab565b54bc05fd117ceb583d7837,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00fb5ab565b54bc05fd117ceb583d7837,5,1,4,,,1
1764275,02e74f10e0327ad868d138f2b4fdd6f0,0fb5ab565b54bc05fd117ceb583d7837,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00fb5ab565b54bc05fd117ceb583d7837,5,1,4,,,1
1764276,02e74f10e0327ad868d138f2b4fdd6f0,0fb5ab565b54bc05fd117ceb583d7837,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00fb5ab565b54bc05fd117ceb583d7837,5,1,4,,,1
1764277,02e74f10e0327ad868d138f2b4fdd6f0,0fb5ab565b54bc05fd117ceb583d7837,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00fb5ab565b54bc05fd117ceb583d7837,5,1,4,,,1
883100,02e74f10e0327ad868d138f2b4fdd6f0,105f42dc7e4a525528246f056ff4dc1d,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f0105f42dc7e4a525528246f056ff4dc1d,5,1,4,,,1
883101,02e74f10e0327ad868d138f2b4fdd6f0,105f42dc7e4a525528246f056ff4dc1d,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f0105f42dc7e4a525528246f056ff4dc1d,5,1,4,,,1
883102,02e74f10e0327ad868d138f2b4fdd6f0,105f42dc7e4a525528246f056ff4dc1d,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f0105f42dc7e4a525528246f056ff4dc1d,5,1,4,,,1
883103,02e74f10e0327ad868d138f2b4fdd6f0,105f42dc7e4a525528246f056ff4dc1d,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f0105f42dc7e4a525528246f056ff4dc1d,5,1,4,,,1
883104,02e74f10e0327ad868d138f2b4fdd6f0,105f42dc7e4a525528246f056ff4dc1d,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f0105f42dc7e4a525528246f056ff4dc1d,5,1,4,,,1
2235530,02e74f10e0327ad868d138f2b4fdd6f0,1266c7cbc9b3d26126157167f62cedcf,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f01266c7cbc9b3d26126157167f62cedcf,5,1,4,,,1
2235531,02e74f10e0327ad868d138f2b4fdd6f0,1266c7cbc9b3d26126157167f62cedcf,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f01266c7cbc9b3d26126157167f62cedcf,5,1,4,,,1
2235532,02e74f10e0327ad868d138f2b4fdd6f0,1266c7cbc9b3d26126157167f62cedcf,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f01266c7cbc9b3d26126157167f62cedcf,5,1,4,,,1
2235533,02e74f10e0327ad868d138f2b4fdd6f0,1266c7cbc9b3d26126157167f62cedcf,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f01266c7cbc9b3d26126157167f62cedcf,5,1,4,,,1
2235534,02e74f10e0327ad868d138f2b4fdd6f0,1266c7cbc9b3d26126157167f62cedcf,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f01266c7cbc9b3d26126157167f62cedcf,5,1,4,,,1
2173715,02e74f10e0327ad868d138f2b4fdd6f0,13027f45ec7819c8546d6857c6e2027f,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f013027f45ec7819c8546d6857c6e2027f,5,1,4,,,1
2173716,02e74f10e0327ad868d138f2b4fdd6f0,13027f45ec7819c8546d6857c6e2027f,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f013027f45ec7819c8546d6857c6e2027f,5,1,4,,,1
2173717,02e74f10e0327ad868d138f2b4fdd6f0,13027f45ec7819c8546d6857c6e2027f,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f013027f45ec7819c8546d6857c6e2027f,5,1,4,,,1
2173718,02e74f10e0327ad868d138f2b4fdd6f0,13027f45ec7819c8546d6857c6e2027f,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f013027f45ec7819c8546d6857c6e2027f,5,1,4,,,1
2173719,02e74f10e0327ad868d138f2b4fdd6f0,13027f45ec7819c8546d6857c6e2027f,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f013027f45ec7819c8546d6857c6e2027f,5,1,4,,,1
2064885,02e74f10e0327ad868d138f2b4fdd6f0,131185c828857c1be44756bd59766432,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f0131185c828857c1be44756bd59766432,5,1,4,,,1
2064886,02e74f10e0327ad868d138f2b4fdd6f0,131185c828857c1be44756bd59766432,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f0131185c828857c1be44756bd59766432,5,1,4,,,1
2064887,02e74f10e0327ad868d138f2b4fdd6f0,131185c828857c1be44756bd59766432,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f0131185c828857c1be44756bd59766432,5,1,4,,,1
2064888,02e74f10e0327ad868d138f2b4fdd6f0,131185c828857c1be44756bd59766432,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f0131185c828857c1be44756bd59766432,5,1,4,,,1
2064889,02e74f10e0327ad868d138f2b4fdd6f0,131185c828857c1be44756bd59766432,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f0131185c828857c1be44756bd59766432,5,1,4,,,1
656565,02e74f10e0327ad868d138f2b4fdd6f0,13941bddb1399810f387f38dc7c775f0,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f013941bddb1399810f387f38dc7c775f0,5,1,4,,,1
656566,02e74f10e0327ad868d138f2b4fdd6f0,13941bddb1399810f387f38dc7c775f0,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f013941bddb1399810f387f38dc7c775f0,5,1,4,,,1
656567,02e74f10e0327ad868d138f2b4fdd6f0,13941bddb1399810f387f38dc7c775f0,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f013941bddb1399810f387f38dc7c775f0,5,1,4,,,1
656568,02e74f10e0327ad868d138f2b4fdd6f0,13941bddb1399810f387f38dc7c775f0,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f013941bddb1399810f387f38dc7c775f0,5,1,4,,,1
656569,02e74f10e0327ad868d138f2b4fdd6f0,13941bddb1399810f387f38dc7c775f0,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f013941bddb1399810f387f38dc7c775f0,5,1,4,,,1
669252,02e74f10e0327ad868d138f2b4fdd6f0,13d429db192fbc7b5cabf9b936cf78e1,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f013d429db192fbc7b5cabf9b936cf78e1,5,1,4,,,1
669253,02e74f10e0327ad868d138f2b4fdd6f0,13d429db192fbc7b5cabf9b936cf78e1,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f013d429db192fbc7b5cabf9b936cf78e1,5,1,4,,,1
